Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
NieR,,"Character%20List/Spear_Polearm%2021.png, Character%20List/Sword%2035.png, Character%20List/Dark%2031.png",Available in GL,4 de septiembre de 2025,29 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,29 de febrero de 2024,NieR Universe (NieR series),276,311,225,275,295,345,4 de septiembre de 2025,"8,29",S (8.99 - 8.25),Never,3270,4170,Fame,29 de febrero de 2024,S,"9,8",ニーア,Merchant,Memoir,NieR Replicant Crossover Guidance,Available in JP,,28 de noviembre de 2024,444,509,293,343,362,442,300,335,,"Dark, Polearm, Sword"
Leon,,"Character%20List/Spear_Polearm%2018.png, Character%20List/Staff_Staves%2012.png",Available in GL,10 de julio de 2025,30 de mayo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,30 de mayo de 2024,Orsterra,246,281,240,290,285,335,27 de diciembre de 2023,"6,73",B (6.99 - 6.00),Never,3280,4180,Wealth,29 de septiembre de 2022,C,"9,3",レオン,Merchant,Grandport,Sacred Blaze Guidance,Unavailable,,,444,509,348,398,382,462,235,270,Leave it at U Lv9,"Polearm, Staff"
Dorrie,,"Character%20List/Tome%207.png, Character%20List/Dark%2015.png",Available in GL,16 de enero de 2025,6 de julio de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,9 de noviembre de 2023,Orsterra,236,286,354,419,335,385,27 de julio de 2022,,,Yes,2896,3556,Wealth,28 de octubre de 2020,H,"7,5",ドリー,Scholar,Theatropolis,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,251,301,306,356,552,642,283,333,,"Dark, Tome"
Osvald,,"Character%20List/Tome%2035.png, Character%20List/Fire%2047.png, Character%20List/Ice%2035.png, Character%20List/Lightning_Thunder%2029.png",Available in GL,24 de abril de 2025,18 de enero de 2024,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,24 de abril de 2025,18 de enero de 2024,Solistia,291,341,489,554,315,365,24 de abril de 2025,"8,85",S (8.99 - 8.25),Never,2736,3396,Domination,18 de enero de 2024,A,"9,7",オズバルド,Scholar,Memoir Logs,Memoirs of Solistia,Available in GL,22 de enero de 2026,31 de octubre de 2024,211,261,266,316,592,682,238,288,,"Fire, Ice, Lightning, Tome"
Rodion,,"Character%20List/Axe%2032.png, Character%20List/Dark%2045.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,11 de abril de 2024,Orsterra,221,271,294,359,218,268,27 de julio de 2022,,,Yes,3245,4065,Fame,28 de octubre de 2020,F,8,ロディオン,Apothecary,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,6 de enero de 2025,355,405,392,442,383,453,274,324,,"Axe, Dark"
Tressa,,"Character%20List/Spear_Polearm%2037.png, Character%20List/Wind%2059.png",Available in GL,23 de enero de 2025,13 de julio de 2023,8 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de enero de 2025,12 de octubre de 2023,Orsterra,241,276,360,410,285,335,27 de julio de 2022,"5,57",C (5.99 - 5.00),Yes,3080,3980,Wealth,1 de enero de 2021,C,"9,4",トレサ,Merchant,Rippletide,Chance Encounters,Available in JP,,7 de noviembre de 2024,384,449,333,383,357,437,240,275,Leave it at U Lv9,"Polearm, Wind"
Cecil,,"Character%20List/Sword%208.png, Character%20List/Light%209.png, Character%20List/Dark%208.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Earth (Final Fantasy IV),323,373,207,257,281,331,17 de julio de 2025,"9,21",S+ (10.00 - 9.00),Never,3252,4072,Fame,20 de junio de 2024,S+,"9,9",セシル,Warrior,Memoir,Free (Collab Traveler Story),Available in GL,30 de octubre de 2025,19 de diciembre de 2024,399,464,358,423,296,366,255,290,,"Dark, Light, Sword"
Lumis EX,,"Character%20List/Bow%2023.png, Character%20List/Lightning_Thunder%2021.png",Available in GL,25 de diciembre de 2025,14 de diciembre de 2023,11 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,25 de diciembre de 2025,14 de diciembre de 2023,Orsterra,244,309,303,353,224,244,6 de diciembre de 2023,"4,43",D (4.99 - 4.00),Never,3165,3985,Fame,15 de diciembre de 2022,D,"9,2",リュミスEx,Hunter,Donescu,Hallowed Travelers,Available in GL,25 de diciembre de 2025,12 de diciembre de 2024,365,430,356,406,379,459,333,383,Leave it at U Lv9,"Bow, Lightning"
Richard,No,"Character%20List/Sword%2044.png, Character%20List/Lightning_Thunder%2036.png",Available in GL,27 de marzo de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,11 de julio de 2024,Orsterra,273,323,247,297,251,301,7 de junio de 2023,"8,4",S (8.99 - 8.25),Never,3247,4067,Fame,10 de febrero de 2022,B,"9,6",リシャール,Warrior,Memoir,Traveler of Memories,Unavailable,,,409,474,353,418,306,376,330,365,U Lv10 before A1,"Lightning, Sword"
Yan Long,,"Character%20List/Staff_Staves%2034.png, Character%20List/Ice%2049.png",Available in GL,12 de junio de 2025,12 de septiembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de junio de 2025,12 de septiembre de 2024,Orsterra,277,312,265,330,324,389,15 de marzo de 2023,"5,93",C (5.99 - 5.00),Never,3032,3772,Wealth,27 de octubre de 2021,C,"9,3",イェンロン,Cleric,I'cirlo,Tourney,Unavailable,,,381,431,267,317,348,428,326,376,A4 before U Lv10,"Ice, Staff"
Rinyuu EX,Yes,"Character%20List/Axe%2030.png, Character%20List/Light%2052.png, Character%20List/Fire%2054.png, Character%20List/Ice%2039.png",Available in GL,31 de julio de 2025,29 de agosto de 2024,12 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,31 de julio de 2025,29 de agosto de 2024,Orsterra,238,288,370,435,439,489,31 de julio de 2025,"9,5",S+ (10.00 - 9.00),Never,2622,3442,Fame,29 de agosto de 2024,S+,"9,9",リンユウEx,Apothecary,Memoir,Traveler of Memories,Available in GL,5 de febrero de 2026,7 de noviembre de 2024,241,291,322,372,495,565,286,336,,"Axe, Fire, Ice, Light"
Millard,,"Character%20List/Staff_Staves%2017.png, Character%20List/Light%2039.png",Available in GL,16 de enero de 2025,21 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,21 de diciembre de 2023,Orsterra,278,313,365,430,419,484,27 de julio de 2022,"2,18",E (3.99 - 0.00),Yes,2772,3512,Fame,28 de octubre de 2020,D,"9,2",ミロード,Cleric,Valore,Chance Encounters,Available in JP,,19 de junio de 2025,251,301,292,342,420,500,296,346,Ultimate not worth,"Light, Staff"
Throné,,"Character%20List/Dagger%2039.png, Character%20List/Dark%2056.png",Available in GL,27 de febrero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,27 de febrero de 2025,22 de noviembre de 2023,Solistia,318,368,281,331,233,283,27 de febrero de 2025,"6,8",B (6.99 - 6.00),Never,2792,3612,Approval,22 de junio de 2023,C,"9,3",ソローネ,Thief,Memoir Logs,Memoirs of Solistia,Unavailable,,,388,453,260,280,327,407,500,565,,"Dagger, Dark"
Lumis,,"Character%20List/Axe%2017.png, Character%20List/Wind%2027.png",Available in GL,13 de febrero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,23 de mayo de 2024,Orsterra,244,294,303,368,224,274,28 de septiembre de 2022,"3,54",E (3.99 - 0.00),Yes,3165,3985,Fame,25 de febrero de 2021,D,"9,2",リュミス,Apothecary,Donescu,Chance Encounters,Unavailable,,,365,415,356,406,379,449,333,383,Leave it at U Lv9,"Axe, Wind"
Cless,,"Character%20List/Dagger%209.png, Character%20List/Lightning_Thunder%202.png",Available in GL,16 de enero de 2025,20 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,333,383,241,291,244,294,27 de julio de 2022,,,Yes,2932,3752,Fame,28 de octubre de 2020,F,"8,5",クレス,Thief,Emberglow,Chance Encounters,Available in GL,30 de octubre de 2025,27 de marzo de 2025,368,433,283,303,318,398,405,470,,"Dagger, Lightning"
Evelyn,,"Character%20List/Fan%2010.png, Character%20List/Dark%2019.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️,Available in GL,,25 de abril de 2024,Orsterra,272,307,387,452,347,397,27 de julio de 2022,,,Yes,2766,3586,Power,28 de octubre de 2020,G,8,イヴリン,Dancer,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,250,300,240,290,489,559,352,417,,"Dark, Fan"
Levan,,"Character%20List/Tome%2021.png, Character%20List/Light%2031.png",Available in GL,16 de enero de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,26 de septiembre de 2024,Orsterra,241,291,344,409,355,405,17 de enero de 2024,,,Never,2866,3526,Wealth,10 de febrero de 2021,F,"8,5",レヴァン,Scholar,Victors Hollow,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,5 de diciembre de 2024,246,296,286,336,547,637,281,331,,"Light, Tome"
Nina-Lanna,No,"Character%20List/Tome%2029.png, Character%20List/Dark%2032.png",Available in GL,6 de marzo de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,4 de julio de 2024,Orsterra,251,301,461,526,305,355,6 de marzo de 2024,"4,77",D (4.99 - 4.00),Yes,2806,3466,Power,9 de diciembre de 2021,D,"9,2",ニーナラーナ,Scholar,Berecain,Chance Encounters,Available in GL,,16 de enero de 2025,216,266,276,326,572,662,283,333,Leave it at U Lv9,"Dark, Tome"
Primrose EX,,"Character%20List/Axe%2028.png, Character%20List/Lightning_Thunder%2032.png",Available in GL,24 de abril de 2025,31 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,26 de septiembre de 2024,Orsterra,247,297,442,507,332,382,22 de noviembre de 2023,"8,88",S (8.99 - 8.25),Yes,2706,3526,Power,22 de septiembre de 2022,B,"9,6",プリムロゼEx,Apothecary,Sunshade,Chance Encounters,Unavailable,,,240,290,230,280,504,574,392,442,U Lv10 Game Changer,"Axe, Lightning"
Hujheb,,Character%20List/Bow%2015.png,Available in GL,22 de mayo de 2025,1 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,22 de mayo de 2025,1 de febrero de 2024,Solistia,385,450,200,250,248,268,22 de mayo de 2025,"9,25",S+ (10.00 - 9.00),Never,3232,4052,Domination,1 de febrero de 2024,B,"9,6",ヒュージブ,Hunter,Memoir Logs,Sacred Blaze Guidance,Unavailable,,,472,537,223,273,416,496,290,340,,Bow
Eleonora,,"Character%20List/Fan%207.png, Character%20List/Ice%2010.png",Available in GL,6 de marzo de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,23 de mayo de 2024,Orsterra,247,282,433,498,377,427,31 de mayo de 2023,5,C (5.99 - 5.00),Yes,2786,3606,Fame,3 de febrero de 2022,E,"9,1",エレオノーラ,Dancer,Atlasdam,Chance Encounters,Available in JP,,24 de octubre de 2024,253,303,214,264,504,574,352,417,Leave it at U Lv9,"Fan, Ice"
Soleil,,"Character%20List/Axe%2038.png, Character%20List/Light%2058.png",Available in GL,6 de marzo de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de marzo de 2025,28 de marzo de 2024,Orsterra,218,268,361,426,228,278,22 de febrero de 2023,"4,31",D (4.99 - 4.00),Yes,3215,4035,Power,24 de junio de 2021,C,"9,4",ソレイユ,Apothecary,Sufrataljah,Chance Encounters,Unavailable,,,332,382,383,433,388,458,276,326,Ultimate not worth,"Axe, Light"
Castti,,Character%20List/Axe%205.png,Available in GL,26 de junio de 2025,1 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,26 de junio de 2025,1 de enero de 2024,Solistia,238,288,271,336,303,353,26 de junio de 2025,"8,88",S (8.99 - 8.25),Never,3080,3900,Approval,1 de enero de 2024,A,"9,7",キャスティ,Apothecary,Memoir Logs,Memoirs of Solistia,Available in JP,,14 de noviembre de 2024,435,485,377,427,388,458,246,296,,Axe
Stead,No,"Character%20List/Staff_Staves%2030.png, Character%20List/Dark%2051.png",Available in GL,6 de febrero de 2025,21 de septiembre de 2023,5 de febrero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,7 de agosto de 2025,4 de julio de 2024,Orsterra,273,308,390,455,394,459,28 de septiembre de 2022,"3,5",E (3.99 - 0.00),Yes,2807,3547,Wealth,11 de marzo de 2021,D,"9,2",ステッド,Cleric,Donescu,Chance Encounters,Available in GL,,7 de noviembre de 2024,266,316,287,337,385,465,286,336,Leave it at U Lv9,"Dark, Staff"
Nivelle,,"Character%20List/Tome%2030.png, Character%20List/Lightning_Thunder%2025.png, Character%20List/Fire%2040.png",Available in GL,13 de marzo de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de marzo de 2025,31 de enero de 2024,Orsterra,281,331,484,549,293,343,7 de agosto de 2024,"7,54",A (8.24 - 7.00),Never,2761,3421,Power,31 de agosto de 2023,B,"9,6",ニヴェル,Scholar,Sheperd's Rock,Sacred Blaze Guidance,Available in JP,,27 de febrero de 2025,201,251,236,286,577,667,348,398,,"Fire, Lightning, Tome"
2B,,"Character%20List/Sword.png, Character%20List/Axe.png, Character%20List/Fire.png, Character%20List/Dark.png",Available in GL,4 de septiembre de 2025,14 de marzo de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,14 de marzo de 2024,NieR Universe (NieR series),288,338,257,307,246,296,22 de marzo de 2023,"4,81",D (4.99 - 4.00),Never,3242,4062,Fame,1 de marzo de 2022,E,"9,1",2B,Warrior,Memoir,NieR:Automata Crossover Guidance,Available in JP,,28 de noviembre de 2024,434,499,323,388,301,371,320,355,Leave it at U Lv9,"Axe, Dark, Fire, Sword"
Sertet,,"Character%20List/Bow%2033.png, Character%20List/Wind%2046.png",Available in GL,20 de febrero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,7 de agosto de 2025,9 de mayo de 2024,Orsterra,355,420,202,252,243,263,19 de junio de 2024,"3,91",E (3.99 - 0.00),Yes,3082,3902,Power,8 de junio de 2023,D,"9,2",セルテト,Hunter,Sufrataljah,Chance Encounters,Unavailable,,,422,487,213,263,456,536,345,395,A1 then U Lv10,"Bow, Wind"
Edea,,"Character%20List/Sword%2013.png, Character%20List/Fire%2017.png, Character%20List/Light%2017.png",Available in GL,10 de abril de 2025,29 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de abril de 2025,30 de noviembre de 2023,Luxendarc (BRAVELY DEFAULT),298,348,262,312,291,341,12 de octubre de 2022,"4,6",D (4.99 - 4.00),Never,3242,4062,Power,6 de mayo de 2021,C,"9,4",イデア,Warrior,Nameless Town,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,389,454,383,448,286,356,260,295,A4 before U Lv10,"Fire, Light, Sword"
Theo,,"Character%20List/Axe%2042.png, Character%20List/Lightning_Thunder%2043.png",Available in GL,16 de enero de 2025,17 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,29 de febrero de 2024,Orsterra,208,258,306,371,238,288,27 de julio de 2022,"3,87",E (3.99 - 0.00),Yes,3230,4050,Power,28 de octubre de 2020,C,"9,4",テオ,Apothecary,Theatropolis,Chance Encounters,Available in JP,,27 de febrero de 2025,350,400,397,447,418,488,286,336,Ultimate not worth,"Axe, Lightning"
Elrica,Yes (CN only),"Character%20List/Sword%2015.png, Character%20List/Fire%2019.png, Character%20List/Lightning_Thunder%207.png, Character%20List/Light%2020.png, Character%20List/Dark%2016.png",Available in GL,23 de octubre de 2025,22 de agosto de 2024,23 de octubre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de octubre de 2025,22 de agosto de 2024,Orsterra,333,383,227,277,251,301,24 de abril de 2024,"7,47",A (8.24 - 7.00),Never,3232,4052,Power,1 de enero de 2023,B,"9,6",エリカ,Warrior,Memoir,Traveler of Memories,Available in JP,,29 de mayo de 2025,429,494,338,403,346,416,270,305,A4 before U Lv10,"Dark, Light, Sword"
Lemaire,,"Character%20List/Fan%2021.png, Character%20List/Fire%2032.png, Character%20List/Ice%2023.png, Character%20List/Lightning_Thunder%2019.png, Character%20List/Wind%2024.png, Character%20List/Light%2030.png, Character%20List/Dark%2026.png",Available in GL,13 de febrero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,7 de agosto de 2025,29 de agosto de 2024,Orsterra,233,268,434,499,337,387,10 de abril de 2024,"5,71",C (5.99 - 5.00),Yes,2771,3591,Fame,24 de noviembre de 2022,C,"9,4",ルメール,Dancer,Theatropolis,Chance Encounters,Unavailable,,,230,280,235,285,489,559,387,452,Leave it at U Lv9,"Dark, Fan, Fire, Ice, Light, Lightning, Wind"
W’ludai,,"Character%20List/Spear_Polearm%2038.png, Character%20List/Dark%2057.png",Available in GL,13 de febrero de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de febrero de 2025,4 de enero de 2024,Orsterra,226,261,280,330,260,310,15 de marzo de 2023,"4,81",D (4.99 - 4.00),Yes,3440,4340,Power,11 de noviembre de 2021,E,"9,1",ウルダイ,Merchant,I'cirlo,Chance Encounters,Unavailable,,,414,479,318,368,292,372,303,338,Leave it at U Lv9,"Dark, Polearm"
Conny,,"Character%20List/Spear_Polearm%207.png, Character%20List/Lightning_Thunder%203.png",Available in GL,16 de enero de 2025,22 de junio de 2023,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Orsterra,251,286,288,338,285,335,27 de julio de 2022,,,Yes,3460,4360,Wealth,28 de octubre de 2020,G,8,コニー,Merchant,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,,351,416,348,398,322,402,235,270,,"Lightning, Polearm"
Kersjes,,"Character%20List/Bow%2017.png, Character%20List/Ice%2022.png",Available in GL,27 de febrero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,21 de agosto de 2025,29 de agosto de 2024,Orsterra,365,430,315,365,248,268,18 de enero de 2023,"3,92",E (3.99 - 0.00),Yes,3092,3912,Fame,8 de abril de 2021,E,9,カージェス,Hunter,Victors Hollow,Chance Encounters,Unavailable,,,432,497,223,273,306,386,305,355,A1 then U Lv10,"Bow, Ice"
Oersted,,"Character%20List/Sword%2039.png, Character%20List/Spear_Polearm%2024.png, Character%20List/Staff_Staves%2022.png, Character%20List/Fire%2044.png, Character%20List/Wind%2037.png, Character%20List/Dark%2034.png",Available in JP,,27 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,27 de junio de 2024,Kingdom of Lucrece (Live A Live),333,383,247,297,251,301,26 de junio de 2024,"3,64",E (3.99 - 0.00),Never,3232,4052,Fame,16 de marzo de 2023,D,"9,2",オルステッド,Warrior,Memoir,Live A Live Crossover Guidance,Unavailable,,,409,474,338,403,316,386,285,320,Leave it at U Lv9,"Dark, Fire, Polearm, Staff, Sword, Wind"
Kainé,,"Character%20List/Dagger%2019.png, Character%20List/Light%2028.png",Available in GL,4 de septiembre de 2025,29 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,29 de febrero de 2024,NieR Universe (NieR series),368,418,241,291,198,248,4 de septiembre de 2025,"9,78",S+ (10.00 - 9.00),Never,3252,4072,Power,29 de febrero de 2024,S,"9,8",カイネ,Thief,Memoir,NieR Replicant Crossover Guidance,Available in JP,,28 de noviembre de 2024,508,573,225,245,322,402,330,395,,"Dagger, Light"
Cornelia,,"Character%20List/Axe%207.png, Character%20List/Lightning_Thunder%204.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,20 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️,Available in GL,,12 de septiembre de 2024,Orsterra,223,273,301,366,233,283,17 de enero de 2024,,,Never,3210,4030,Power,11 de diciembre de 2020,F,8,コルネリア,Apothecary,Flamesgrace,Exchange Elite Fragments,Available in GL,30 de octubre de 2025,24 de octubre de 2024,335,385,382,432,403,473,286,336,,"Axe, Lightning"
Bertrand,,"Character%20List/Bow%203.png, Character%20List/Lightning_Thunder%201.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,12 de septiembre de 2024,Orsterra,378,443,257,307,261,281,27 de julio de 2022,,,Yes,3052,3872,Wealth,28 de octubre de 2020,F,"8,5",ベルトラン,Hunter,Cragspear,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,364,429,218,268,383,463,335,385,,"Bow, Lightning"
Dolcinaea,No,"Character%20List/Fan%206.png, Character%20List/Fire%2015.png, Character%20List/Wind%2013.png",Available in GL,18 de septiembre de 2025,28 de abril de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de septiembre de 2025,28 de abril de 2024,Solistia,282,317,482,547,302,352,18 de septiembre de 2025,"6,75",B (6.99 - 6.00),Never,2766,3586,Approval,28 de abril de 2024,B,"9,6",ドルシネア,Dancer,Memoir Logs,Memoirs of Solistia,Available in GL,5 de febrero de 2026,27 de marzo de 2025,240,290,225,275,494,564,352,417,,"Fan, Fire, Wind"
Nona,,"Character%20List/Spear_Polearm%2022.png, Character%20List/Fire%2041.png",Available in GL,20 de febrero de 2025,14 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,20 de febrero de 2025,14 de febrero de 2024,Orsterra,241,276,325,375,291,341,17 de mayo de 2023,"4,39",D (4.99 - 4.00),Yes,3465,4365,Wealth,20 de enero de 2022,C,"9,4",ノーニャ,Merchant,Berecain,Chance Encounters,Unavailable,,,382,447,317,367,332,412,225,260,Leave it at U Lv9,"Fire, Polearm"
Viola,,"Character%20List/Dagger%2042.png, Character%20List/Fire%2069.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,24 de julio de 2025,12 de septiembre de 2024,Orsterra,338,388,251,301,253,303,27 de julio de 2022,"6,63",B (6.99 - 6.00),Yes,2892,3712,Wealth,28 de octubre de 2020,B,"9,5",ヴィオラ,Thief,Sunshade,Chance Encounters,Available in JP,,27 de febrero de 2025,373,438,280,300,322,402,435,500,Leave it at U Lv9,"Dagger, Fire"
Ditraina,,"Character%20List/Tome%206.png, Character%20List/Light%2014.png, Character%20List/Dark%2013.png",Available in GL,20 de marzo de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,2 de octubre de 2025,1 de agosto de 2024,Orsterra,341,391,474,539,305,355,5 de junio de 2024,"6,86",B (6.99 - 6.00),Never,2726,3386,Power,1 de junio de 2023,B,"9,6",ディトレイナ,Scholar,Valore,Sacred Blaze Guidance,Unavailable,,,221,271,246,296,550,640,273,323,A4 before U Lv10,"Dark, Light, Tome"
Trish,,"Character%20List/Sword%2058.png, Character%20List/Wind%2060.png",Available in GL,16 de enero de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,314,364,269,319,256,306,27 de julio de 2022,,,Yes,3195,4015,Wealth,28 de octubre de 2020,F,8,トリッシュ,Warrior,Rippletide,Chance Encounters,Available in GL,30 de octubre de 2025,27 de febrero de 2025,386,451,333,398,292,362,282,317,,"Sword, Wind"
Z’aanta,No,"Character%20List/Bow%2039.png, Character%20List/Dagger%2044.png, Character%20List/Fan%2039.png, Character%20List/Light%2067.png",Available in GL,6 de marzo de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de marzo de 2025,28 de marzo de 2024,Orsterra,365,430,290,340,233,253,9 de noviembre de 2022,"5,4",C (5.99 - 5.00),Yes,3222,4042,Wealth,28 de enero de 2021,E,"9,1",ザンター,Hunter,Victors Hollow,Chance Encounters,Unavailable,,,397,462,238,288,371,451,315,365,Leave it at U Lv9,"Bow, Dagger, Fan, Light"
Iris,,"Character%20List/Fan%2020.png, Character%20List/Ice%2017.png",Available in GL,16 de enero de 2025,14 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,,15 de agosto de 2024,Orsterra,267,302,382,447,347,397,27 de julio de 2022,,,Yes,2766,3586,Fame,28 de octubre de 2020,F,8,イリス,Dancer,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,30 de enero de 2025,255,305,240,290,484,554,342,407,,"Fan, Ice"
Cedric,,"Character%20List/Staff_Staves%203.png, Character%20List/Fire%2010.png",Available in GL,16 de enero de 2025,9 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,22 de noviembre de 2023,Orsterra,248,283,286,351,329,394,27 de julio de 2022,,,Yes,2052,2792,Power,28 de octubre de 2020,F,"8,5",セドリック,Cleric,Sunshade,Chance Encounters,Available in GL,30 de octubre de 2025,20 de marzo de 2025,217,267,229,279,330,410,237,287,,"Fire, Staff"
Sarisa,,"Character%20List/Dagger%2035.png, Character%20List/Fire%2056.png",Available in GL,20 de marzo de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,14 de agosto de 2025,6 de junio de 2024,Orsterra,333,383,336,386,213,263,15 de noviembre de 2023,"6,25",B (6.99 - 6.00),Yes,2882,3702,Power,23 de junio de 2022,B,"9,5",サリサ,Thief,Sheperd's Rock,Chance Encounters,Available in JP,,21 de noviembre de 2024,368,433,235,255,332,412,445,510,Ultimate not worth,"Dagger, Fire"
Primrose,,"Character%20List/Fan%2032.png, Character%20List/Dark%2040.png",Available in GL,23 de enero de 2025,27 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de julio de 2025,8 de agosto de 2024,Orsterra,247,282,442,507,332,382,10 de agosto de 2022,"5,38",C (5.99 - 5.00),Yes,2706,3526,Power,13 de julio de 2021,B,"9,5",プリムロゼ,Dancer,Sunshade,Chance Encounters,Available in JP,,16 de enero de 2025,240,290,230,280,504,574,392,457,Leave it at U Lv9,"Dark, Fan"
