Name,Adjusted Character,Attributes,Blessing of the Lantern,BotL Date in GL,BotL Date in JP,BotL Lv.2 Date in JP,BotL Lv.2 in JP,Class,Class Breakthrough,Class Breakthrough Date in GL,Class Breakthrough Date in JP,Continent,Crit,Crit (Lv. 120),E.Atk,E.Atk (Lv. 120),E.Def,E.Def (Lv. 120),GL Release Date,GL Score,GL Tier,General pool,HP,HP (Lv. 120),Influence,JP Release Date,JP Tier,JP game8 Score,Japanese Name,Job,Location,Obtained from,Overcharge,Overcharge Date in GL,Overcharge Date in JP,P.Atk,P.Atk (Lv. 120),P.Def,P.Def (Lv. 120),SP,SP (Lv. 120),Spd,Spd (Lv. 120),Ultimate Priority,Weakness to hit
Reime,Unreleased in GL,"Character%20List/Sword%2045.png, Character%20List/Dark%2043.png",Available in JP,,18 de diciembre de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,18 de diciembre de 2025,Orsterra,378,428,227,277,251,301,,,,Never,3.132,3.952,Power,18 de diciembre de 2025,A,"9,7",レイメ,Warrior,Memoir,Tourney,Available in JP,,18 de diciembre de 2025,454,519,328,393,336,406,305,340,,"Dark, Sword"
Kainé,No,"Character%20List/Dagger%2020.png, Character%20List/Light%2030.png",Available in GL,4 de septiembre de 2025,29 de febrero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,4 de septiembre de 2025,29 de febrero de 2024,NieR Universe (NieR series),368,418,241,291,198,248,4 de septiembre de 2025,"9,25",S (9.49 - 8.50),Never,3.252,4.072,Power,29 de febrero de 2024,S,"9,8",カイネ,Thief,Memoir,NieR Replicant Crossover Guidance,Available in JP,,28 de noviembre de 2024,508,573,225,245,322,402,330,395,,"Dagger, Light"
Xerc,No,"Character%20List/Tome%2049.png, Character%20List/Fire%2074.png, Character%20List/Ice%2050.png, Character%20List/Lightning%2015.png, Character%20List/Wind%2064.png, Character%20List/Light%2067.png, Character%20List/Dark%2061.png",Available in GL,29 de enero de 2026,,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,29 de enero de 2026,,Orsterra,246,296,464,529,320,370,29 de enero de 2026,,,Never,2.761,3.421,Wealth,,,,セルク,Scholar,Memoir,Traveler of Memories,Available in GL,29 de enero de 2026,,191,241,271,321,572,662,298,348,,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
Castti,No,Character%20List/Axe%205.png,Available in GL,26 de junio de 2025,1 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,26 de junio de 2025,1 de enero de 2024,Solistia,238,288,271,336,303,353,26 de junio de 2025,"7,78",A (8.49 - 7.00),Never,3.080,3.900,Approval,1 de enero de 2024,A,"9,7",キャスティ,Apothecary,Memoir Logs,Memoirs of Solistia,Available in JP,,14 de noviembre de 2024,435,485,377,427,388,458,246,296,,Axe
Tiziano EX,Unreleased in GL,"Character%20List/Polearm%209.png, Character%20List/Dagger%2043.png, Character%20List/Wind%2061.png",Available in JP,,1 de enero de 2026,1 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1 de enero de 2026,Orsterra,341,376,295,345,315,365,,,,Never,4.030,4.930,Wealth,1 de enero de 2026,S,"9,8",ティツィアーノEx,Merchant,Memoir,Glaze Travelers (Tiziano EX & Levina EX),Available in JP,,1 de enero de 2026,484,549,348,398,362,442,285,320,,"Polearm, Wind"
Lumis EX,Yes,"Character%20List/Bow%2024.png, Character%20List/Lightning_Thunder%2021.png",Available in GL,25 de diciembre de 2025,14 de diciembre de 2023,11 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,25 de diciembre de 2025,14 de diciembre de 2023,Orsterra,244,309,303,353,224,244,6 de diciembre de 2023,"6,67",B (6.99 - 6.00),Never,3.165,3.985,Fame,15 de diciembre de 2022,D,"9,2",リュミスEx,Hunter,Donescu,Hallowed Travelers,Available in GL,25 de diciembre de 2025,12 de diciembre de 2024,365,430,356,406,379,459,333,383,Leave it at U Lv9,"Bow, Lightning"
Kagemune,No,"Character%20List/Dagger%2019.png, Character%20List/Fire%2031.png, Character%20List/Ice%2021.png, Character%20List/Wind%2020.png",Available in GL,6 de noviembre de 2025,19 de diciembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,6 de noviembre de 2025,6 de enero de 2025,Solistia,378,428,236,286,178,228,6 de noviembre de 2025,"6,67",B (6.99 - 6.00),Never,2.862,3.682,Domination,19 de diciembre de 2024,A,"9,7",カゲムネ,Thief,Memoir Logs,Tourney,Available in GL,6 de noviembre de 2025,6 de enero de 2025,423,488,205,225,352,432,460,525,,"Dagger, Fire, Ice, Wind"
Sonia,No,"Character%20List/Dagger%2038.png, Character%20List/Wind%2053.png",Available in GL,27 de marzo de 2025,21 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,3 de julio de 2025,16 de mayo de 2024,Orsterra,293,343,351,401,238,288,24 de enero de 2024,"7,14",A (8.49 - 7.00),Never,2.902,3.722,Wealth,28 de octubre de 2022,B,"9,6",ソニア,Thief,Memoir,Traveler of Memories,Available in JP,,25 de septiembre de 2025,373,438,255,275,337,417,430,495,U Lv10 before A1,"Dagger, Wind"
Hayes,No,"Character%20List/Axe%2014.png, Character%20List/Fire%2027.png",Available in GL,6 de marzo de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,15 de agosto de 2024,Orsterra,267,317,322,387,230,280,12 de abril de 2023,5,C (5.99 - 5.00),Yes,3.170,3.990,Power,25 de noviembre de 2021,D,"9,2",ヘイズ,Apothecary,Cragspear,Chance Encounters,Unavailable,,,420,470,340,390,348,418,268,318,Leave it at U Lv9,"Axe, Fire"
Rondo EX,Unreleased in GL,"Character%20List/Sword%2050.png, Character%20List/Dagger%2036.png, Character%20List/Tome%2040.png, Character%20List/Ice%2042.png, Character%20List/Light%2056.png, Character%20List/Dark%2048.png",Available in JP,,31 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,31 de julio de 2025,Orsterra,266,316,484,549,310,360,,,,Never,2.936,3.596,Fame,31 de julio de 2025,S+,"9,9",ロンドEx,Scholar,Memoir,Summer Guidance (Eltrix EX & Rondo EX),Available in JP,,31 de julio de 2025,201,251,246,296,572,662,273,323,,"Dagger, Dark, Ice, Light, Sword, Tome"
Dolcinaea,No,"Character%20List/Fan%206.png, Character%20List/Fire%2015.png, Character%20List/Wind%2013.png",Available in GL,18 de septiembre de 2025,28 de abril de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de septiembre de 2025,28 de abril de 2024,Solistia,282,317,482,547,302,352,18 de septiembre de 2025,"6,83",B (6.99 - 6.00),Never,2.766,3.586,Approval,28 de abril de 2024,B,"9,6",ドルシネア,Dancer,Memoir Logs,Memoirs of Solistia,Available in GL,5 de febrero de 2026,27 de marzo de 2025,240,290,225,275,494,564,352,417,,"Fan, Fire, Wind"
Varkyn,No,"Character%20List/Tome%2047.png, Character%20List/Light%2064.png",Available in GL,19 de junio de 2025,12 de septiembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,19 de junio de 2025,12 de septiembre de 2024,Orsterra,231,281,419,484,300,350,2 de noviembre de 2022,"5,31",C (5.99 - 5.00),Never,3.026,3.686,Power,8 de abril de 2021,D,"9,2",ヴァルカン,Scholar,Cathedral of Thytos,Tourney,Unavailable,,,231,281,286,336,502,592,273,323,A4 before U Lv10,"Light, Tome"
Kouren,No,"Character%20List/Sword%2028.png, Character%20List/Light%2031.png",Available in GL,27 de febrero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,15 de agosto de 2024,Orsterra,343,393,327,377,216,266,24 de agosto de 2022,"3,77",E (3.99 - 0.00),Yes,3.222,4.042,Wealth,21 de julio de 2021,E,"9,1",コウレン,Warrior,Grandport,Chance Encounters,Available in GL,30 de octubre de 2025,19 de diciembre de 2024,384,449,298,363,291,361,295,330,Leave it at U Lv9,"Light, Sword"
Gloria,No,"Character%20List/Staff_Staves%208.png, Character%20List/Ice%2014.png, Character%20List/Light%2025.png",Available in GL,3 de abril de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,3 de abril de 2025,22 de noviembre de 2023,Excillant (BRAVELY DEFAULT II),278,313,435,500,384,449,3 de abril de 2025,"7,6",A (8.49 - 7.00),Never,2.782,3.522,Fame,22 de noviembre de 2023,S,"9,8",グローリア,Cleric,Memoir,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,231,281,302,352,460,540,271,321,,"Ice, Light, Staff"
Avar,Unreleased in GL,"Character%20List/Axe%204.png, Character%20List/Sword%206.png, Character%20List/Fire%205.png, Character%20List/Dark%205.png",Available in JP,,10 de abril de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,10 de abril de 2025,Solistia,208,258,241,306,253,303,,,,Never,3.220,4.040,Domination,10 de abril de 2025,S+,"9,9",アヴァル,Apothecary,Memoir Logs,Champion of Memories,Available in JP,,10 de abril de 2025,475,525,402,452,368,438,301,351,,"Axe, Dark, Fire, Sword"
Adelle,No,"Character%20List/Dagger%201.png, Character%20List/Light.png",Available in GL,10 de abril de 2025,29 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de abril de 2025,30 de noviembre de 2023,Excillant (BRAVELY DEFAULT II),348,398,266,316,228,278,5 de octubre de 2022,"4,63",D (4.99 - 4.00),Never,2.887,3.707,Wealth,28 de abril de 2021,D,"9,2",アデル,Thief,Nameless Town,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,398,463,255,275,327,407,425,490,Leave it at U Lv9,"Dagger, Light"
Sail,No,"Character%20List/Sword%2051.png, Character%20List/Lightning_Thunder%2039.png, Character%20List/Dark%2050.png",Available in GL,16 de enero de 2025,22 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Unavailable,,,Solistia,-50,,-50,,-50,,16 de enero de 2025,"5,3",C (5.99 - 5.00),Never,-820,,Domination,22 de junio de 2023,C,"9,3",セイル,Warrior,Memoir Logs,Free (Solistia),Unavailable,,,-65,,-65,,-70,,-35,,,"Dark, Lightning, Sword"
Dorothea,Yes,"Character%20List/Spear_Polearm%209.png, Character%20List/Fire%2016.png",Available in GL,13 de marzo de 2025,31 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de marzo de 2025,31 de enero de 2024,Orsterra,261,296,290,340,290,340,8 de febrero de 2023,"6,11",B (6.99 - 6.00),Never,3.380,4.280,Wealth,23 de enero de 2021,E,"9,1",ドロテア,Merchant,Sheperd's Rock,Sacred Blaze Guidance,Unavailable,,,379,444,343,393,332,412,235,270,Leave it at U Lv9,"Fire, Polearm"
Lynette,No,"Character%20List/Fan%2022.png, Character%20List/Fire%2036.png",Available in GL,16 de enero de 2025,4 de agosto de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,28 de marzo de 2024,Orsterra,272,307,402,467,342,392,27 de julio de 2022,6,B (6.99 - 6.00),Yes,2.786,3.606,Power,28 de octubre de 2020,B,"9,6",リネット,Dancer,Cragspear,Chance Encounters,Available in JP,,27 de marzo de 2025,250,300,240,290,499,569,342,407,U Lv10 Game Changer,"Fan, Fire"
Levina EX,Unreleased in GL,"Character%20List/Dagger%2023.png, Character%20List/Lightning%206.png, Character%20List/Wind%2027.png",Available in JP,,1 de enero de 2026,1 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in JP,,1 de enero de 2026,Orsterra,498,548,271,321,228,278,,,,Never,3.252,4.072,Wealth,1 de enero de 2026,S+,"9,9",レヴィーナEx,Thief,Memoir,Glaze Travelers (Tiziano EX & Levina EX),Available in JP,,1 de enero de 2026,458,523,255,275,502,582,490,555,,"Dagger, Lightning, Wind"
Magnolia,No,"Character%20List/Spear_Polearm%2019.png, Character%20List/Lightning_Thunder%2024.png",Available in GL,17 de abril de 2025,7 de diciembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de abril de 2025,7 de diciembre de 2023,Luxendarc (BRAVELY DEFAULT),281,316,240,290,270,320,17 de abril de 2025,"7,75",A (8.49 - 7.00),Never,3.360,4.260,Power,7 de diciembre de 2023,B,"9,6",マグノリア,Merchant,Memoir,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,454,519,348,398,332,412,240,275,,"Lightning, Polearm"
Mahrez,Unreleased in GL,"Character%20List/Sword%2031.png, Character%20List/Polearm%204.png, Character%20List/Dagger%2026.png, Character%20List/Axe%2019.png, Character%20List/Bow%2025.png, Character%20List/Staff%202.png, Character%20List/Tome%2024.png, Character%20List/Fan%2024.png, Character%20List/Lightning%209.png, Character%20List/Light%2036.png",Available in JP,,29 de mayo de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,29 de mayo de 2025,Orsterra,248,298,227,277,271,321,,,,Never,3.260,4.080,Power,29 de mayo de 2025,A,"9,7",マフレズ,Warrior,Memoir,Traveler of Memories,Available in JP,,29 de mayo de 2025,474,539,338,403,306,376,315,350,,"Axe, Bow, Dagger, Fan, Light, Lightning, Polearm, Staff, Sword, Tome"
Edea,No,"Character%20List/Sword%2013.png, Character%20List/Fire%2017.png, Character%20List/Light%2017.png",Available in GL,10 de abril de 2025,29 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de abril de 2025,30 de noviembre de 2023,Luxendarc (BRAVELY DEFAULT),298,348,262,312,291,341,12 de octubre de 2022,3,E (3.99 - 0.00),Never,3.242,4.062,Power,6 de mayo de 2021,C,"9,4",イデア,Warrior,Nameless Town,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,389,454,383,448,286,356,260,295,A4 before U Lv10,"Fire, Light, Sword"
Yunnie,No,"Character%20List/Bow%2040.png, Character%20List/Sword%2064.png, Character%20List/Spear_Polearm%2039.png, Character%20List/Axe%2045.png, Character%20List/Fire%2076.png",Available in GL,1 de mayo de 2025,31 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,1 de mayo de 2025,31 de enero de 2024,Orsterra,375,440,240,290,233,253,15 de febrero de 2023,"6,31",B (6.99 - 6.00),Never,3.042,3.862,Fame,21 de julio de 2021,D,"9,2",ユーニィ,Hunter,Grandport,Tourney,Unavailable,,,407,472,218,268,381,461,350,400,A4 before U Lv10,"Axe, Bow, Fire, Polearm, Sword"
Joshua,No,"Character%20List/Sword%2027.png, Character%20List/Ice%2019.png",Available in GL,6 de marzo de 2025,28 de septiembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de junio de 2025,25 de abril de 2024,Orsterra,353,403,257,307,241,291,19 de abril de 2023,"3,4",E (3.99 - 0.00),Yes,3.217,4.037,Fame,23 de diciembre de 2021,E,9,ジョシュア,Warrior,Cathedral of Thytos,Chance Encounters,Available in GL,30 de octubre de 2025,29 de mayo de 2025,374,439,298,363,291,361,360,395,Ultimate not worth,"Ice, Sword"
Eltrix,No,"Character%20List/Sword%2018.png, Character%20List/Axe%2010.png, Character%20List/Dark%2017.png",Available in GL,11 de septiembre de 2025,6 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,11 de septiembre de 2025,6 de junio de 2024,Orsterra,293,343,237,287,246,296,13 de diciembre de 2023,"6,6",B (6.99 - 6.00),Never,3.572,4.392,Wealth,25 de agosto de 2022,C,"9,4",エルトリクス,Warrior,Memoir,Traveler of Memories,Available in JP,,25 de septiembre de 2025,404,469,328,393,301,371,270,305,Leave it at U Lv9,"Axe, Dark, Sword"
Cecil,No,"Character%20List/Sword%208.png, Character%20List/Light%209.png, Character%20List/Dark%208.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Earth (Final Fantasy IV),323,373,207,257,281,331,17 de julio de 2025,"8,92",S (9.49 - 8.50),Never,3.252,4.072,Fame,20 de junio de 2024,S+,"9,9",セシル,Warrior,Memoir,Free (Collab Traveler Story),Available in GL,30 de octubre de 2025,19 de diciembre de 2024,399,464,358,423,296,366,255,290,,"Dark, Light, Sword"
Cyrus EX,No,"Character%20List/Sword%2011.png, Character%20List/Fire%2012.png, Character%20List/Lightning%203.png, Character%20List/Wind%2010.png",Available in GL,12 de febrero de 2026,13 de febrero de 2025,18 de diciembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,12 de febrero de 2026,13 de febrero de 2025,Overworld (Dragon Quest III),273,323,412,462,251,301,12 de febrero de 2026,,,Never,3.052,3.872,Approval,13 de febrero de 2025,A,"9,7",サイラスEx,Warrior,Memoir,Dragon Quest III Crossover Guidance,Available in GL,12 de febrero de 2026,13 de febrero de 2025,434,499,298,363,346,416,235,270,,"Fire, Lightning, Sword, Wind"
Tytos,Yes,"Character%20List/Sword%2061.png, Character%20List/Lightning_Thunder%2046.png",Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,Orsterra,338,388,257,307,231,281,26 de julio de 2023,"5,88",C (5.99 - 5.00),Never,3.252,4.072,Power,28 de abril de 2022,D,"9,2",タイタス,Warrior,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,24 de octubre de 2024,449,514,358,423,306,376,280,315,Leave it at U Lv9,"Lightning, Sword"
Serenoa,No,"Character%20List/Sword%2053.png, Character%20List/Fire%2062.png",Available in GL,29 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,29 de mayo de 2025,4 de enero de 2024,Norzelia (TRIANGLE STRATEGY),348,398,242,292,216,266,20 de septiembre de 2023,"5,43",C (5.99 - 5.00),Never,3.222,4.042,Power,28 de julio de 2022,D,"9,2",セレノア,Warrior,Memoir,Free (Collab Traveler Story),Available in JP,,17 de julio de 2025,379,444,338,403,301,371,315,350,A4 before U Lv10,"Fire, Sword"
Hammy,No,"Character%20List/Tome%2014.png, Character%20List/Ice%2015.png",Available in GL,,12 de septiembre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,,12 de septiembre de 2024,Orsterra,276,326,279,344,295,345,7 de febrero de 2024,"5,78",C (5.99 - 5.00),Never,2.756,3.416,Fame,10 de noviembre de 2022,B,"9,6",ハミィ,Scholar,I'cirlo,Tourney,Unavailable,,,401,451,256,306,350,440,403,453,A4 before U Lv10,"Ice, Tome"
Eltrix EX,Unreleased in GL,"Character%20List/Sword%2019.png, Character%20List/Axe%2011.png, Character%20List/Bow%2010.png, Character%20List/Ice%2011.png",Available in JP,,31 de julio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,31 de julio de 2025,Orsterra,285,350,445,495,258,278,,,,Never,3.202,4.022,Wealth,31 de julio de 2025,S,"9,8",エルトリクスEx,Hunter,Memoir,Summer Guidance (Eltrix EX & Rondo EX),Available in JP,,31 de julio de 2025,292,357,228,278,386,466,330,380,,"Axe, Bow, Ice, Sword"
Ditraina EX,Yes,"Character%20List/Bow%207.png, Character%20List/Fire%2014.png, Character%20List/Ice%209.png, Character%20List/Lightning_Thunder%206.png, Character%20List/Wind%2012.png, Character%20List/Light%2015.png, Character%20List/Dark%2014.png",Available in GL,13 de noviembre de 2025,24 de octubre de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,Orsterra,345,410,275,325,253,273,13 de noviembre de 2025,"8,89",S (9.49 - 8.50),Never,2.927,3.747,Power,24 de octubre de 2024,S,"9,8",ディトレイナEx,Hunter,Memoir,Traveler of Memories,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,452,517,228,278,426,506,330,380,,"Bow, Dark, Fire, Ice, Light, Lightning, Wind"
H’aanit EX,No,"Character%20List/Fan%2014.png, Character%20List/Fire%2025.png",Available in GL,24 de abril de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,,9 de mayo de 2024,Orsterra,342,377,327,392,255,305,7 de febrero de 2024,"7,63",A (8.49 - 7.00),Yes,3.096,3.916,Fame,2 de febrero de 2023,B,"9,6",ハンイットEx,Dancer,Valore,Chance Encounters,Available in JP,,,388,438,231,281,369,439,350,415,A1 then U Lv10,"Fan, Fire"
Hasumi,No,"Character%20List/Fan%2017.png, Character%20List/Light%2026.png",Available in GL,27 de febrero de 2025,22 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,28 de agosto de 2025,15 de agosto de 2024,Orsterra,264,299,417,482,356,406,31 de agosto de 2022,"4,5",D (4.99 - 4.00),Yes,2.756,3.576,Power,22 de septiembre de 2021,D,"9,2",ハスミ,Dancer,Grandport,Chance Encounters,Available in GL,,19 de diciembre de 2024,230,280,265,315,502,572,317,382,Leave it at U Lv9,"Fan, Light"
Ophilia EX,Yes,"Character%20List/Tome%2036.png, Character%20List/Fire%2048.png, Character%20List/Ice%2036.png, Character%20List/Lightning_Thunder%2028.png, Character%20List/Wind%2040.png, Character%20List/Light%2048.png, Character%20List/Dark%2036.png",Available in GL,17 de julio de 2025,20 de junio de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,17 de julio de 2025,20 de junio de 2024,Orsterra,236,286,439,504,330,380,17 de julio de 2025,"7,17",A (8.49 - 7.00),Never,2.756,3.416,Fame,20 de junio de 2024,B,"9,6",オフィーリアEx,Scholar,Memoir,Final Fantasy IV Crossover Guidance,Available in JP,,19 de diciembre de 2024,226,276,286,336,612,702,288,338,,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
Terra,Unreleased in GL,"Character%20List/Tome%2045.png, Character%20List/Fire%2069.png, Character%20List/Ice%2048.png, Character%20List/Lightning%2013.png, Character%20List/Wind%2057.png, Character%20List/Light%2063.png, Character%20List/Dark%2057.png",Available in JP,,28 de agosto de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,28 de agosto de 2025,World of Balance (Final Fantasy VI),311,361,464,529,325,375,,,,Never,2.846,3.506,Power,28 de agosto de 2025,S+,"9,9",ティナ,Scholar,Memoir,Final Fantasy VI Crossover Guidance,Available in JP,,28 de agosto de 2025,196,246,251,301,602,692,263,313,,"Dark, Fire, Ice, Light, Lightning, Tome, Wind"
Scarecrow,No,"Character%20List/Bow%2034.png, Character%20List/Wind%2048.png",Available in GL,16 de enero de 2025,22 de junio de 2023,6 de noviembre de 2025,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,,11 de abril de 2024,Orsterra,410,475,230,280,263,283,27 de julio de 2022,"4,15",D (4.99 - 4.00),Yes,3.072,3.892,Fame,28 de octubre de 2020,E,9,スケアクロウ,Hunter,Sheperd's Rock,Chance Encounters,Available in JP,,24 de octubre de 2024,377,442,223,273,376,456,345,395,Leave it at U Lv9,"Bow, Wind"
H’aanit,No,"Character%20List/Bow%2013.png, Character%20List/Sword%2024.png, Character%20List/Spear_Polearm%2012.png, Character%20List/Lightning_Thunder%2013.png",Available in GL,23 de enero de 2025,27 de julio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,23 de enero de 2025,9 de noviembre de 2023,Orsterra,342,407,327,377,255,275,7 de septiembre de 2022,"3,93",E (3.99 - 0.00),Yes,3.096,3.916,Fame,5 de noviembre de 2020,E,"9,1",ハンイット,Hunter,Valore,Chance Encounters,Available in JP,,19 de junio de 2025,388,453,231,281,369,449,350,400,Leave it at U Lv9,"Bow, Lightning, Polearm, Sword"
Esmeralda,Unreleased in GL,Character%20List/Dagger%2013.png,Available in JP,,5 de junio de 2025,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in JP,,5 de junio de 2025,Orsterra,308,358,236,286,243,293,,,,Never,2.912,3.732,Power,5 de junio de 2025,S,"9,8",エスメラルダ,Thief,Memoir,Champion of Memories,Available in JP,,5 de junio de 2025,423,488,275,295,352,432,480,545,,Dagger
Elrica EX,Yes,"Character%20List/Dagger%2012.png, Character%20List/Sword%2016.png, Character%20List/Spear_Polearm%2010.png, Character%20List/Axe%209.png, Character%20List/Bow%209.png, Character%20List/Staff_Staves%206.png, Character%20List/Tome%208.png, Character%20List/Fan%208.png, Character%20List/Lightning_Thunder%208.png",Available in GL,13 de noviembre de 2025,24 de octubre de 2024,22 de enero de 2026,Available in JP,⭐️⭐️⭐️⭐️⭐️,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,Orsterra,348,398,226,276,273,323,13 de noviembre de 2025,"8,5",S (9.49 - 8.50),Never,2.832,3.652,Power,24 de octubre de 2024,S,"9,8",エリカEx,Thief,Memoir,Traveler of Memories,Available in GL,13 de noviembre de 2025,24 de octubre de 2024,423,488,280,300,332,412,420,485,,"Axe, Bow, Dagger, Fan, Lightning, Polearm, Staff, Sword, Tome"
Herminia,Yes,"Character%20List/Bow%2014.png, Character%20List/Fan%2018.png, Character%20List/Light%2027.png",Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,18 de diciembre de 2025,2 de noviembre de 2023,Orsterra,400,465,250,300,258,278,26 de julio de 2023,"6,56",B (6.99 - 6.00),Never,3.062,3.882,Wealth,28 de abril de 2022,C,"9,3",ヘルミニア,Hunter,Memoir,Champion of Memories,Available in GL,18 de diciembre de 2025,24 de octubre de 2024,427,492,223,273,396,476,350,400,Leave it at U Lv9,"Bow, Fan, Light"
Partitio,Yes,"Character%20List/Spear_Polearm%2028.png, Character%20List/Bow%2031.png",Available in GL,16 de enero de 2025,12 de octubre de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,16 de enero de 2025,12 de octubre de 2023,Solistia,246,281,235,285,290,340,16 de enero de 2025,"7,29",A (8.49 - 7.00),Never,3.400,4.300,Opulence,12 de octubre de 2023,B,"9,5",パルテティオ,Merchant,Memoir Logs,Memoirs of Solistia,Unavailable,,,384,449,358,408,402,482,255,290,,"Bow, Polearm"
Agnès,No,"Character%20List/Staff_Staves.png, Character%20List/Wind%201.png, Character%20List/Light%202.png",Available in GL,10 de abril de 2025,29 de junio de 2023,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,10 de abril de 2025,30 de noviembre de 2023,Luxendarc (BRAVELY DEFAULT),258,293,390,455,394,459,19 de octubre de 2022,"5,29",C (5.99 - 5.00),Never,2.777,3.517,Fame,13 de mayo de 2021,B,"9,5",アニエス,Cleric,Nameless Town,BRAVELY DEFAULT Crossover Guidance,Unavailable,,,256,306,287,337,395,475,331,381,Leave it at U Lv9,"Light, Staff, Wind"
Frederica,Yes,"Character%20List/Tome%2013.png, Character%20List/Fire%2023.png",Available in GL,29 de mayo de 2025,4 de enero de 2024,,Unavailable,⭐️⭐️⭐️⭐️⭐️,Available in GL,29 de mayo de 2025,4 de enero de 2024,Norzelia (TRIANGLE STRATEGY),211,261,414,479,355,405,20 de septiembre de 2023,"7,2",A (8.49 - 7.00),Never,2.976,3.636,Fame,28 de julio de 2022,C,"9,4",フレデリカ,Scholar,Memoir,TRIANGLE STRATEGY Crossover Guidance,Available in JP,,17 de julio de 2025,221,271,281,331,562,652,293,343,Leave it at U Lv9,"Fire, Tome"
